User ID,Average Weekly Post Count,Average Weekly Online Days,Usage Trend,Most Frequent Post Time,Morning Posts,Afternoon Posts,Evening Posts,Pictures Posted,Emojis Used,Publish Tool,Preference
1762734052,1.55,2.00,decrease,afternoon,0,18,16,11,22,iPhone 14 Pro: 31,emoji
7267997728,38.46,5.00,increase,morning,745,211,44,1,201,"iPhone 7 Plus: 3, iPhone 14 Pro: 40",emoji
1596354251,0.23,1.00,no change,afternoon,1,2,2,2,2,"百度App: 1, iPhone 12 Pro: 2, 会员特权专用: 1","emoji, pictures"
6358256804,36.27,6.50,increase,afternoon,305,360,133,414,485,点评: 1,emoji
1790596553,0.15,2.00,no change,morning,2,0,0,0,0,None,none
1218698200,2.96,3.00,decrease,afternoon,9,48,20,35,37,None,"emoji, pictures"
7040694804,0.08,1.00,no change,afternoon,0,1,0,0,0,None,none
1810401530,0.38,1.00,increase,evening,0,2,8,5,5,iPhone 13 Pro: 5,"emoji, pictures"
5233409431,2.04,2.00,increase,afternoon,4,27,22,42,46,茜茜嘻嘻iPhone客户端: 16,"emoji, pictures"
5174400490,4.23,2.50,increase,afternoon,14,67,29,19,106,None,emoji
6456259334,0.38,1.00,increase,afternoon,1,2,2,4,4,"iPhone: 3, 荣耀X50i: 2","emoji, pictures"
1666680885,4.45,3.00,increase,evening,21,28,49,50,50,None,"emoji, pictures"
6982382342,54.59,6.50,increase,afternoon,432,595,174,106,181,"iPhone 15 Pro: 105, iQOO 11 Pro 赛道传奇: 5, 搜狐新闻客户端: 5, iPhone 14 Pro: 8",emoji
1217157143,0.39,1.00,decrease,afternoon,0,6,1,0,0,None,none
2142058927,3.35,3.00,decrease,evening,27,28,32,32,35,真我GT5 Pro: 39,"emoji, pictures"
6029699932,43.31,6.00,increase,evening,175,459,492,361,491,点评: 5,emoji
2330956594,0.11,1.00,no change,evening,0,0,1,0,0,None,none
2278718287,1.35,2.00,increase,afternoon,4,19,12,4,4,"HUAWEI P20 Pro: 31, iPhone 7: 3","emoji, pictures"
5972505998,16.95,5.50,increase,afternoon,43,182,148,18,48,"Redmi Note 11E: 3, 出发到新的自由: 21, 粉丝订阅VPlus: 6, 粉丝红包: 2, Redmi K60: 4, iPhone 12: 1, 小熊牌盐汽水: 3, 所愿皆成真: 1, iPhone XR: 26",emoji
1227368500,2.46,2.00,increase,afternoon,24,25,15,23,27,None,"emoji, pictures"
7303690813,0.22,1.00,no change,afternoon,1,1,0,0,0,None,none
1697082647,12.42,6.00,increase,evening,95,110,118,21,30,None,emoji
3873782024,21.88,5.50,decrease,morning,270,154,145,173,535,肖战顺顺利利: 8,emoji
1664587062,26.62,7.00,increase,afternoon,169,330,193,455,455,None,"emoji, pictures"
3979866498,37.81,3.50,increase,afternoon,297,398,288,482,488,"HUAWEI Mate 60: 373, iPhone 13: 351, iPhone客户端: 224, 点评: 1",emoji
3212608823,25.05,6.50,increase,morning,343,105,103,86,257,"华为Pocket 2: 223, 粉丝红包: 32, iPhone 12: 4, HUAWEI Mate 60: 136",emoji
2442019062,2.12,2.00,increase,afternoon,9,24,22,37,46,五颗月亮的iPhone 13 Pro Max: 31,emoji
1922711437,47.77,6.00,increase,evening,278,388,576,324,338,iPhone 14: 1014,emoji
2816328780,0.18,1.50,increase,morning,2,1,1,0,0,iPhone客户端: 2,none
2664541201,0.59,1.50,decrease,evening,2,0,11,12,12,iPhone客户端: 13,"emoji, pictures"
2690463755,0.88,1.50,increase,evening,1,10,12,8,9,iPhone 13 Pro Max: 21,"emoji, pictures"
2677082487,0.09,1.00,no change,evening,0,0,2,0,0,会员特权专用: 2,none
2106558073,67.59,7.00,increase,afternoon,467,619,401,42,637,"华为手机: 5, HUAWEI P40 5G: 22, Android客户端: 2",emoji
6775678577,37.27,6.00,increase,afternoon,315,333,321,892,892,iPhone 12: 95,"emoji, pictures"
1266286555,0.65,1.00,decrease,morning,9,7,1,3,3,三星Galaxy S23 Ultra: 1,"emoji, pictures"
5126161537,16.09,5.50,increase,afternoon,105,144,105,205,206,Xiaomi 13 Pro: 3,"emoji, pictures"
1107613433,3.05,2.50,increase,afternoon,15,27,25,19,20,未来先醒者HarmonyOS设备: 3,"emoji, pictures"
1192329893,1.46,2.00,increase,afternoon,12,19,7,24,27,None,"emoji, pictures"
1740346671,0.45,1.50,no change,afternoon,2,6,2,1,1,None,"emoji, pictures"
1101675253,1.05,1.50,increase,afternoon,4,12,7,9,9,None,"emoji, pictures"
1596714994,1.92,2.50,increase,afternoon,8,33,9,0,0,iPhone 14 Pro: 1,none
1734808171,0.91,1.50,decrease,afternoon,3,10,7,8,12,"iPhone 15 Pro Max: 6, iPhone客户端: 14","emoji, pictures"
1859428970,62.32,6.50,increase,morning,731,534,106,76,80,None,"emoji, pictures"
1265787963,0.08,1.00,no change,evening,0,0,1,1,1,iPhone客户端: 1,"emoji, pictures"
1774006332,36.38,7.00,decrease,evening,221,342,383,12,12,iPhone客户端: 923,"emoji, pictures"
2104347404,51.04,6.50,increase,evening,444,342,541,330,431,"iPhone 11 Pro: 10, 荣耀80 5G: 489",emoji
6215644066,1.04,1.50,increase,morning,21,3,3,8,8,iPhone客户端: 19,"emoji, pictures"
1856404484,60.59,6.50,increase,morning,594,545,194,227,232,None,"emoji, pictures"
5756336602,0.11,1.00,no change,evening,0,0,1,1,1,None,"emoji, pictures"
2657244664,4.62,3.00,increase,morning,77,34,9,42,62,iPhone 14 Pro: 1,emoji
2061664881,9.05,5.50,increase,morning,130,42,27,36,39,"iPhone 15 Pro Max: 2, iPhone 14 Pro: 102","emoji, pictures"
5867893415,8.81,2.50,decrease,evening,12,51,166,28,30,iPhone 13 mini: 1,"emoji, pictures"
1497176560,3.36,3.00,increase,evening,22,18,34,33,33,iPhone 15 Pro: 73,"emoji, pictures"
2391120831,2.11,2.00,increase,evening,5,5,9,3,4,None,"emoji, pictures"
1951831845,1.81,2.00,decrease,evening,9,17,21,21,27,"iPhone 14 Pro Max: 17, iPhone 15 Pro Max: 8",emoji
2162418640,9.81,4.00,increase,afternoon,38,117,100,113,173,"iPhone 14 Pro: 9, iPhone 13: 9",emoji
1770244095,4.73,3.50,decrease,afternoon,22,44,38,38,60,iPhone 13 Pro: 44,emoji
2865367644,45.36,6.50,increase,afternoon,290,486,222,36,38,None,"emoji, pictures"
6395287049,46.82,6.00,increase,afternoon,301,367,362,97,100,"几滴云: 515, iPhone客户端: 29","emoji, pictures"
2214560395,0.50,1.00,increase,evening,1,2,8,3,6,iPhone 15 Pro: 11,"emoji, pictures"
1706876202,12.08,6.00,decrease,evening,28,68,218,46,61,"营业的Android: 170, Redmi K60 至尊版: 31",emoji
5170589510,1.22,1.50,increase,evening,3,1,7,6,6,iPhone客户端: 11,"emoji, pictures"
6286300840,34.31,6.50,decrease,evening,155,323,414,197,251,"iPhone 15 Pro Max: 314, 粉丝订阅VPlus: 4",emoji
1741520100,0.32,1.00,increase,evening,0,2,5,3,3,iPhone客户端: 7,"emoji, pictures"
6528232631,45.50,6.00,increase,evening,244,373,384,0,2,None,"emoji, pictures"
6035457628,9.42,3.50,increase,morning,113,89,43,31,35,"HUAWEI P40 5G: 91, 华为浏览器: 89","emoji, pictures"
1769684987,63.00,6.50,increase,afternoon,491,671,476,802,807,点评: 10,"emoji, pictures"
7459592062,0.14,1.00,increase,morning,3,0,0,0,0,"台网互动: 2, Redmi K50 Pro: 1",none
3810054353,0.06,1.00,no change,evening,0,0,1,1,1,Redmi K60 至尊版: 1,"emoji, pictures"
6186918894,0.09,1.00,no change,evening,0,0,2,1,1,iPhone客户端: 2,"emoji, pictures"
2477405371,24.27,5.50,decrease,evening,94,133,404,80,112,"iPhone 14 Pro Max: 268, iPad Pro: 93, 会员特权专用: 2",emoji
7507224548,0.05,1.00,no change,morning,1,0,0,1,1,iPhone客户端: 1,"emoji, pictures"
7780260985,12.65,7.00,increase,morning,161,160,8,0,56,None,emoji
7404068544,0.08,1.00,no change,afternoon,0,1,0,0,1,None,"emoji, pictures"
6435175303,0.15,1.00,no change,evening,1,0,1,0,0,Android: 1,none
1809500942,6.96,4.50,increase,evening,18,38,125,38,49,iPhone 12 Pro Max: 131,emoji
1939300545,2.46,2.50,decrease,evening,4,9,51,20,20,iPhone 13 Pro: 64,"emoji, pictures"
5163808365,13.38,4.50,increase,morning,131,106,111,229,265,None,emoji
3296643185,0.11,1.00,no change,evening,0,0,1,0,0,None,none
5634753105,10.08,5.50,no change,evening,55,100,107,73,84,"iPhone 13 Pro: 84, 会员特权专用: 1",emoji
1724517484,1.38,1.50,increase,evening,4,14,18,15,17,"iPhone 14: 25, iPhone客户端: 1","emoji, pictures"
1526202781,37.96,6.50,increase,morning,426,314,247,397,507,点评: 3,emoji
1963514023,1.31,2.00,decrease,evening,5,13,16,23,28,None,"emoji, pictures"
7484245741,0.09,1.00,no change,evening,0,1,1,1,1,iPhone客户端: 1,"emoji, pictures"
5626480781,0.08,1.00,no change,evening,0,0,1,0,0,None,none
2712409873,4.65,4.00,increase,evening,16,8,97,3,121,None,emoji
5744691604,0.45,2.50,increase,morning,5,3,2,0,0,"iPhone客户端: 9, iPhone 12: 1",none
2056277053,40.04,3.00,increase,evening,115,359,567,233,326,"vivo S18 Pro: 80, iQOO Neo9 Pro: 276, iQOO Z9 Turbo: 16, vivo Android: 6, vivo X Fold3 Pro: 7, iQOO 12 内外出众: 12",emoji
2120456303,0.88,1.50,increase,evening,0,0,23,0,0,None,none
2071204471,1.96,2.00,decrease,evening,1,13,37,22,25,"iPhone客户端: 45, 会员特权专用: 1","emoji, pictures"
1343887012,0.11,1.00,no change,evening,0,0,1,1,1,iPhone 14 Pro Max: 1,"emoji, pictures"
5675226961,0.09,1.00,no change,afternoon,0,2,0,0,0,8手iPhone 13: 2,none
7331134541,0.08,1.00,no change,evening,0,0,1,0,0,None,none
1770300224,0.11,1.00,no change,evening,0,0,1,0,0,None,none
1735921960,1.35,2.00,decrease,evening,9,13,13,9,10,"iPhone 15 Pro Max: 16, 会员特权专用: 1","emoji, pictures"
6420900401,0.06,1.00,no change,evening,0,0,1,0,0,None,none
2696687202,1.85,1.50,increase,evening,17,9,22,42,42,iPhone客户端: 18,"emoji, pictures"
5757004353,38.15,6.00,increase,evening,287,238,467,35,46,None,emoji
6347795321,2.88,2.50,increase,afternoon,3,37,35,23,55,"iPhone 14 Pro Max: 1, 会员特权专用: 2",emoji
5885224544,6.35,3.50,increase,afternoon,35,82,48,52,140,None,emoji
5107361689,4.00,2.50,decrease,afternoon,34,49,21,11,21,iPhone 13 mini: 13,emoji
6543910433,15.38,6.50,decrease,evening,54,81,265,336,336,"iPhone客户端: 384, 点评: 12, iPhone: 1","emoji, pictures"
1664925303,3.08,2.50,increase,afternoon,5,40,35,30,43,"iPhone 14 Pro Max: 18, iPhone 15 Pro Max: 2",emoji
6062119762,45.27,4.00,increase,evening,285,260,451,10,12,"iPhone 15 Pro Max: 9, iPhone 13 Pro: 1","emoji, pictures"
7440181985,0.11,1.00,no change,evening,0,0,2,0,0,绿植领养: 1,none
3203137375,73.91,7.00,increase,afternoon,536,720,370,51,194,None,emoji
2184802885,0.06,1.00,no change,evening,0,0,1,0,0,None,none
3902942587,52.32,6.50,increase,evening,113,483,555,704,724,"荣耀100 Pro 写真相机: 409, 点评: 1, HUAWEI Mate 50 Pro: 13, K30 至尊纪念版: 28, 荣耀60 SE 5G: 51",emoji
5608320216,0.64,1.50,increase,evening,0,5,9,9,9,iPhone客户端: 13,"emoji, pictures"
6080331406,4.23,3.00,increase,afternoon,28,46,36,57,104,None,emoji
1549663705,0.18,1.00,no change,morning,2,1,1,0,1,iPhone: 4,"emoji, pictures"
7299996831,2.19,2.00,decrease,morning,32,17,8,6,9,Android: 51,"emoji, pictures"
1755423237,0.92,1.50,increase,evening,1,5,18,17,20,None,"emoji, pictures"
1829335871,0.65,2.00,decrease,afternoon,5,7,5,3,6,"iPhone 15 Pro Max: 9, iPhone 13 Pro Max: 4","emoji, pictures"
1890262863,38.69,5.50,increase,evening,89,83,834,180,183,None,"emoji, pictures"
1750890395,4.23,3.50,increase,afternoon,33,42,35,75,78,iPhone 15 Pro: 107,"emoji, pictures"
2956384255,4.19,2.50,increase,evening,20,42,47,29,38,iPhone XR: 1,emoji
2074685151,39.92,7.00,increase,morning,508,474,56,199,199,"nova12系列出色蓝不住: 17, iPhone XS Max: 9, iPhone 13 Pro Max: 4","emoji, pictures"
7075366717,0.05,1.00,no change,evening,0,0,1,0,0,None,none
1705911330,1.62,3.00,increase,evening,2,9,10,13,13,华为 Mate X3: 17,"emoji, pictures"
3164447960,2.08,2.00,increase,afternoon,8,25,21,5,12,None,emoji
2153219172,0.14,1.00,increase,afternoon,0,3,0,0,2,iPhone客户端: 1,"emoji, pictures"
1791773070,0.06,1.00,no change,evening,0,0,1,0,0,None,none
1775794015,13.65,5.00,decrease,evening,68,71,216,39,55,"iPhone 12: 111, 会员特权专用: 1",emoji
6927629563,39.77,4.00,increase,afternoon,232,487,315,435,1027,None,emoji
7515813104,3.18,3.50,decrease,afternoon,0,56,14,0,0,iPhone客户端: 7,none
1979899604,11.27,4.00,increase,morning,173,73,47,23,24,None,"emoji, pictures"
3823584562,0.67,1.00,decrease,evening,1,2,3,3,3,"iPhone 15 Pro: 2, iPhone 13 Pro Max: 4","emoji, pictures"
1799937697,0.38,1.00,increase,afternoon,2,5,3,6,7,None,"emoji, pictures"
5485894724,0.65,1.00,decrease,evening,0,7,10,15,15,"iPhone客户端: 1, iPhone 15 Pro Max: 16","emoji, pictures"
1051528605,19.54,6.50,decrease,evening,81,130,297,314,335,iPhone客户端: 475,emoji
1748249852,1.04,2.00,decrease,afternoon,11,11,5,16,23,iPhone 14 Pro: 18,emoji
6183821497,55.36,6.00,increase,afternoon,352,522,344,551,623,华为手机: 1213,emoji
3291621433,21.58,5.50,increase,morning,239,175,147,11,14,"iPhone 12: 226, 会员特权专用: 1, 坚果手机 Pro 2S: 20, iPhone客户端: 307","emoji, pictures"
6179279336,3.19,2.50,decrease,afternoon,19,45,19,41,55,iPhone 14 Pro Max: 51,emoji
5659598386,48.86,6.00,increase,evening,254,310,511,9,10,HarmonyOS设备: 1,"emoji, pictures"
6060097900,38.54,5.00,increase,afternoon,342,429,231,385,388,None,"emoji, pictures"
6261798440,18.46,7.00,increase,evening,50,66,124,99,182,"全能ace鑫HarmonyOS设备: 19, 三金丁叮Android: 23, 点灯同行✨HarmonyOS设备: 1, 灯灯灯🌟Android: 1",emoji
7740539018,3.23,2.50,increase,evening,23,2,59,5,5,iPhone 13: 83,"emoji, pictures"
5372502779,1.31,1.50,decrease,afternoon,0,23,11,25,26,iPhone 14 Pro Max: 25,"emoji, pictures"
6405076795,46.27,7.00,increase,evening,307,339,372,295,301,"iPhone客户端: 100, 几滴云: 895",emoji
6585206532,0.31,1.00,no change,evening,1,3,4,8,8,iPhone客户端: 8,"emoji, pictures"
3213060995,36.35,6.50,increase,evening,253,281,411,303,335,"iPhone 12: 520, 会员特权专用: 1, 粉丝红包: 1",emoji
5585627766,1.73,2.00,increase,afternoon,1,29,15,14,17,"iPhone 13 Pro Max: 27, 网易云音乐: 2","emoji, pictures"
2429988447,40.35,6.50,increase,evening,324,360,365,57,59,"iPhone客户端: 980, 粉丝订阅VPlus: 10, 粉丝订阅: 9, iPhone X: 4, 会员特权专用: 1","emoji, pictures"
2413275651,3.81,3.50,decrease,evening,23,37,39,53,56,None,"emoji, pictures"
3200844553,41.64,6.50,increase,afternoon,366,381,169,263,265,"iPhone 13 Pro Max: 446, iPhone 12: 2","emoji, pictures"
2844061457,22.58,7.00,increase,afternoon,188,262,137,76,98,iPhone 14 Pro Max: 1,emoji
5984178110,10.91,6.50,increase,afternoon,6,120,114,235,235,None,"emoji, pictures"
5822309693,44.50,5.50,decrease,evening,252,232,495,205,222,"iPhone 12 Pro: 2, iPhone客户端: 6",emoji
6634214154,4.38,2.50,increase,evening,28,35,51,45,84,互动集卡: 1,emoji
2674365842,0.11,1.00,no change,evening,0,0,1,0,0,None,none
1784630251,7.35,5.50,decrease,evening,23,36,132,16,26,"iPhone 13 Pro: 18, 绿洲APP: 31, QQ音乐: 1, iPhone客户端: 1",emoji
2183487935,2.27,2.00,increase,afternoon,6,27,26,35,38,"iPhone 14 Pro: 42, iPhone 13 Pro Max: 1","emoji, pictures"
3176774413,1.77,2.00,decrease,afternoon,5,36,5,33,41,"甜豆浆iPhone 14 Pro Max: 28, 我机智的小脑瓜: 4, 干饭人: 4, 甜豆浆iPhone 15 Pro Max: 4",emoji
5667437982,0.11,1.00,no change,evening,0,0,1,0,0,None,none
7211561239,55.23,7.00,increase,evening,252,448,515,75,417,None,emoji
5742911366,0.22,1.00,decrease,evening,0,0,4,3,3,iPhone 11: 3,"emoji, pictures"
6385257192,24.85,5.50,increase,afternoon,136,318,192,250,274,None,emoji
7192086669,1.62,2.00,increase,afternoon,8,29,5,0,41,None,emoji
1215438064,0.08,1.00,no change,evening,0,0,1,0,0,None,none
2607803303,1.55,1.50,increase,evening,3,14,17,15,23,None,emoji
1783514524,1.32,1.50,decrease,evening,0,7,22,27,27,None,"emoji, pictures"
7271309231,0.11,1.00,no change,evening,0,0,1,0,0,None,none
3505692194,10.12,3.50,decrease,evening,64,62,137,168,226,None,emoji
2646681810,5.31,3.50,no change,evening,14,53,71,81,104,互动集卡: 1,emoji
1976794091,1.73,2.50,increase,evening,9,15,21,4,5,"HUAWEI Mate30 Pro 5G: 3, iPhone客户端: 2","emoji, pictures"
3148758435,2.56,2.50,decrease,evening,0,2,21,15,15,None,"emoji, pictures"
7907108876,0.72,1.00,decrease,morning,10,2,1,1,2,iPhone客户端: 1,"emoji, pictures"
7564266234,10.81,5.00,decrease,evening,58,93,130,108,129,"上岸引渡人iPhone客户端: 27, iPhone 8: 1, Redmi Note 8四摄: 7, iPhone 7: 1",emoji
5861669187,14.00,6.50,increase,afternoon,70,218,76,227,297,None,emoji
2689784917,5.42,4.50,increase,evening,29,47,65,0,1,iPhone 14 Pro Max: 141,"emoji, pictures"
5581661574,25.77,7.00,increase,morning,343,177,150,131,131,HUAWEI Mate 60: 391,"emoji, pictures"
1941807832,35.38,5.00,increase,afternoon,145,737,38,28,29,"iPhone客户端: 2, Android: 7","emoji, pictures"
6403262468,25.69,7.00,decrease,evening,235,180,253,53,122,iPhone 14 Pro: 13,emoji
6980853909,44.69,5.00,increase,evening,85,217,279,241,296,iPhone客户端: 581,emoji
2230913455,58.50,7.00,increase,afternoon,396,529,362,108,123,None,emoji
3166892415,40.46,5.50,increase,afternoon,419,502,131,42,321,"iPhone客户端: 9, iPhone 13: 1",emoji
1965028133,0.82,1.50,increase,evening,0,7,11,10,15,iPhone 15 Pro Max: 4,"emoji, pictures"
1215862823,5.92,4.00,increase,morning,69,56,29,58,62,None,"emoji, pictures"
5492443184,2.00,2.00,no change,morning,28,9,7,6,6,None,"emoji, pictures"
5363077301,0.31,1.00,increase,evening,0,2,6,7,7,iPhone 14 Pro Max: 5,"emoji, pictures"
2726672453,44.77,3.50,increase,afternoon,205,395,385,507,522,None,emoji
6551339780,1.55,2.00,decrease,afternoon,14,15,5,4,7,小米10S: 2,"emoji, pictures"
5510622529,3.54,4.50,no change,afternoon,0,46,0,46,46,None,"emoji, pictures"
7854195558,45.45,6.50,increase,afternoon,348,417,235,698,985,"Xiaomi 14 Pro: 702, 粉丝订阅VPlus: 5",emoji
2084693953,0.23,1.00,increase,evening,2,0,3,3,3,None,"emoji, pictures"
5553335319,11.54,4.00,increase,morning,200,57,43,55,63,None,emoji
2718340025,0.09,1.00,no change,afternoon,0,1,1,1,1,iPhone客户端: 2,"emoji, pictures"
6371852024,45.96,4.50,increase,afternoon,511,524,160,7,14,None,emoji
1649173367,58.77,5.50,increase,morning,489,434,370,157,162,None,"emoji, pictures"
5147100389,0.32,1.50,decrease,evening,0,2,5,3,3,iPhone客户端: 6,"emoji, pictures"
5720474518,44.00,7.00,increase,afternoon,226,597,321,355,777,None,emoji
7360999644,11.86,5.00,increase,evening,55,57,149,118,145,None,emoji
7226775364,3.32,3.00,decrease,evening,24,14,35,5,5,iPad air: 5,"emoji, pictures"
1760317461,6.91,3.50,increase,evening,30,45,77,36,36,iPhone 13 Pro Max: 142,"emoji, pictures"
2112496475,1.85,2.00,decrease,evening,14,11,23,18,19,iPhone 14 Pro Max: 5,"emoji, pictures"
2006277991,0.88,1.50,decrease,afternoon,4,13,6,12,12,HUAWEI Mate 40 Pro: 22,"emoji, pictures"
5091022623,47.77,4.00,increase,evening,200,379,472,727,740,"为爱发电iPhone客户端: 271, emo的我Android: 232, 拖延症的一天: 272, 吃喝搬运工Android: 31, iPhone SE: 1",emoji
3838343442,3.14,6.00,decrease,evening,3,32,34,0,21,None,emoji
3082736402,15.04,4.00,decrease,afternoon,61,201,129,103,176,"iPhone 14 Pro Max: 5, 新浪新闻iPhone客户端: 20, iPhone 14 Pro: 1",emoji
3212434664,9.27,6.00,decrease,evening,93,25,123,239,239,iPhone 14 Pro Max: 5,"emoji, pictures"
3033530293,0.15,1.00,no change,morning,2,0,0,1,1,K30 至尊纪念版: 1,"emoji, pictures"
1731769015,2.77,2.50,decrease,evening,4,22,35,24,44,None,emoji
1880581403,0.05,1.00,no change,evening,0,0,1,0,0,None,none
2687018751,41.62,6.50,increase,afternoon,297,432,353,367,440,"晨霜耿耿iPhone 15 Pro: 1, 尼的iPhone 12: 5, iPhone 13 Pro Max: 1, 予月三两iPhone 13: 2, 阿猫的HarmonyOS设备: 1, 氯原子的HarmonyOS设备: 1, 子都的iPhone 14 Pro Max: 5, 碗装薯条的HarmonyOS设备: 13, 糖僧的iPhone 13: 2, 玳瑜的Android: 1, 小栩的HarmonyOS设备: 1",emoji
2891416631,45.38,5.50,increase,morning,504,244,432,262,580,Android: 8,emoji
3848437449,38.15,4.50,increase,evening,144,320,528,42,42,"皮皮时光机: 982, 考研上岸！Android: 8","emoji, pictures"
1377376253,9.85,5.00,decrease,evening,47,91,118,170,190,iPhone 15 Pro Max: 240,emoji
2615417307,47.23,7.00,decrease,afternoon,349,410,280,122,126,None,"emoji, pictures"
1893892941,62.09,7.00,increase,afternoon,498,511,357,167,187,None,emoji
1295674790,14.96,6.00,decrease,morning,177,105,107,56,207,None,emoji
